商品名称,商品价格,评论总数,好评率,评论热词,商品id
Pr旗舰版游戏机皇英特尔十代酷睿电竞游戏本100%高色域设计师大学生笔记本电脑 四核酷睿I5-10200H 16G 512G固态 GTX1650 4G独显 精装升级版 黑色,6499.0,10000,0.98,"十分大气,反应灵敏,流畅度佳,运行超快,简洁大方,简约时尚,倍感舒适,灯光闪亮,质量上乘,音效超棒,高清护眼",69783030127
京东超市雷神MixBook 轻薄笔记本电脑 10代i7商务办公便携学生网课 sRGB100%色域 烟熏粉 I7-10510U/100%SRGB/16G/1T,7788.0,15,1.0,轻薄精巧,10026815185351
联想笔记本电脑 14英寸轻薄本性能四核锐龙R5商务办公娱乐网课学生手提本 标配丨R5-3500U 4G内存 256G固态  网线接口 高清屏 耀石黑 精装升级,3199.0,18,1.0,,10029660863617
gpd win3 十一代酷睿i5/i7迷你手提笔记本 轻薄触控掌上游戏本 游戏娱乐掌上笔记本电脑 I5-1135G7 16G 1TB固态|黑色,5799.0,2000,0.95,"运行超快,精致美观,游戏性能强,小巧方便,做工一流,散热超快",10026275061858
宏碁（Acer）暗影骑士·擎15.6英寸 十代酷睿威武骑士A715高色域学生轻薄游戏本吃鸡笔记本电脑 擎十代i5 10300H+GTX1660Ti 6G 升级 16内存+PCIe 512G SSD固态,6099.0,500,0.98,"做工一流,外型酷炫,系统充足,运行超快,流畅度佳,质量上乘,倍感舒适,高端大气,散热超快",10022772439841
神舟战神TX7/K670T六核i5/G6400 GTX1650Ti/MX350独显手提游戏笔记本电脑 K670T-G6A2/十代i5/8G/512G,4599.0,20000,0.96,"反应灵敏,流畅度佳,大气稳重,十分大气,简洁大方,运行超快,手感一流,质量上乘,办公足够,手感舒适,不易损坏",26398220261
ROG幻14-ACRNM限定版14英寸2K屏轻薄高性能游戏本潮牌LED定制笔记本(锐龙R9-4900HS 8核 32G 1T RTX2060MaxQ),12999.0,10000,0.97,"炫酷十足,散热超快,键程舒适,轻薄精巧,运行快速",100008518507
联想ThinkPad P14S 移动图形工作站CAD制图编程软件开发工程绘图设计师办公轻薄笔记本电脑 09CD丨绘图显卡T500 酷睿i5-1135G7 8G内存 512G高速固态硬盘丨标配,9499.0,2000,1.0,,10029784672975
拍拍【二手9成新】联想（Thinkpad）T400 X220 商务办公轻薄便携二手笔记本电脑 IBM 2】T400 酷睿2双核 4G 120G固态,869.0,500,0.96,,10027151369743
惠普（HP）惠普星15青春版 十代酷睿超薄本笔记本电脑15.6英寸轻薄男女生学生商务办公游戏超级本 石墨黑 i3-1005G1 升级版：4GB 128G SSD 纯固态,2899.0,2000,0.93,"尺寸合适,运行超快",10022270009180
联想ThinkBook 15 2021款 15.6英寸轻薄笔记本电脑 【03CD】 11代酷睿i7-1165G7 独显 16G 512G 100%sRGB 高色域 标配,6299.0,1000,0.96,"运行超快,反应灵敏,十分大气,轻薄精巧,散热超快,运行安静,尺寸合适,流畅度佳,手感一流,功能强大",10023783794179
联想ThinkBook 15 2021款 酷睿版 G2 ITL 15.6英寸轻薄笔记本电脑 ibm i5-1135G7 锐炬显卡 高色域  16G运行内存 512G固态硬盘丨官方标配,5099.0,200,0.99,"时尚大气,质量上乘",10030137184872
荣耀MagicBook X 14/15 2021款笔记本电脑全面屏便携商务办公学习华为多屏协同超极本 14丨R7-3700U 16G 512G 集显 含赠品大礼包,4199.0,2000,0.98,"质量上乘,高端大气,小巧易携,轻薄易携,触感一流",10020403557286
宏碁（Acer）暗影骑士·擎RTX3060/威武骑士15.6英寸十代酷睿标压高色域电竞游戏笔记本电脑 十代i5-10300H/GTX1660Ti-6G 电竞版：16G 512G SSD【官方补贴600,7099.0,5000,0.97,"反应灵敏,流畅度佳,运行超快,外型酷炫,十分大气,倍感舒适,柔韧性强,方便快捷,手感一流,运行安静,柔软顺滑",10020348391233
联想ThinkPad T14 AMD锐龙R5/R7 轻薄高性能全面屏ibm商务办公14英寸笔记本电脑 标配R5-4650U 16G 512G@03CD WIFI6+FHD广视角屏+黑阀安全摄像头,5999.0,2000,0.98,"运行超快,简洁大方,十分结实,轻薄精巧,散热超快,流畅度佳,操作简单",27475019850
戴尔（DELL）2021新款XPS13 9305十一代13.3英寸超轻薄商务办公笔记本电脑 i5-1135G7 锐炬Xe显卡 冰河银 16G内存 512G PCIe固态 标配,7999.0,200,0.98,高端大气,10020149895490
戴睿V14 Air笔记本电脑2021年新款14英寸设计商务办公大学生酷睿i7手提女生轻薄便携金属超薄 冰河银 11代金属本 8G内存+128G固态 【影音办公】,1899.0,2000,0.97,"十分流畅,反应灵敏,运行超快,散热超快,轻薄精巧,简单方便,便于携带,颜值颇高,功能强大,网速极佳,电量耐用",10025680800494
学生家用办公游戏手提笔记本电脑 旗舰店自营 【静谧银】11代酷睿强芯+戴尔原装包鼠-新成就14 新i3/8G/512G固态/超核芯显卡【热款版,3899.0,20000,0.98,"精致美观,轻薄精巧,运行超快,简单大方,散热超快,运行快速,方便快捷,办公足够",11547179902
惠普（HP）战66四代 轻薄笔记本商用办公超薄游戏电脑 i7-1165G7 MX450独显 高色域14英寸 16G内存 512G PCI-E固态【高速款】标配,6799.0,2000,0.98,"运行超快,十分大气,便于携带,简洁大方,流畅度佳,运行快速,质量上乘,散热超快",49379179961
联想小新Pro14 2021高端新款轻薄本14英寸高色域全面屏锐龙标压六核金属机身轻薄手提笔记本电脑 标配|R5-5600H 16G 512G固态 2.2K 高清全面屏 星河银,6099.0,500,1.0,"小巧玲珑,方便快捷,灵敏度佳,功能强大,顺滑流畅,操作性强,清晰流畅",10028545191005
华为笔记本MateBook 13轻薄本商务手提笔记本电脑13英寸 皓月银 R7 4800H 16G 512G 触摸屏,7399.0,2000,0.98,"科技感强,灵敏顺畅,简洁大方,运行超快,质量上乘,方便快捷,尺寸合适",10026537171269
联想小新Air15笔记本电脑 2021款11代酷睿i5 高性能独显大学生游戏办公高色域轻薄设计本 I5-1135G7 16G内存 512G固态丨推荐 MX450 2G独显  IPS雾面屏 银色,6599.0,10000,0.97,"方便快捷,十分大气,轻薄精巧,运行超快,反应灵敏,时尚大气,散热超快,手感一流,灵敏度佳,毫不刺眼,办公足够",70868801802
京东超市联想ThinkPad X1 Nano 酷睿i5 /i7英特尔Evo平台 13英寸轻薄商务笔记本电脑 i7-1160G7 16G 1T 32CD 专业版,13999.0,500,0.87,"轻薄精巧,反应灵敏",10025815280534
【高性能酷睿I7】 品纯 全面屏轻薄笔记本电脑商务办公手提电脑游戏本超极本超薄本 标压酷睿I7 8G内存 256G固态硬盘,3669.0,5000,0.98,"运行超快,十分大气,反应灵敏,流畅度佳,运行快速,方便快捷,质量上乘,轻薄精巧,柔软顺滑,时尚大气,散热超快",10021647730345
机械师(MACHENIKE) 逐空T58旗舰版 15.6英寸游戏本笔记本电脑(8核i7-10875H 16G 512G RTX2060 6G 144Hz),8399.0,10000,0.97,"反应灵敏,十分酷炫,十分大气,运行超快,质量上乘,十分流畅,流畅度佳,炫酷十足,倍感舒适,方便快捷,亮度均匀",100014132676
京东超市机械师F117毒药 144Hz全面屏游戏本11代i7八核RTX3060独显高性能笔记本电脑设计师手提 11代i7/16G/512G PCIE固态,8599.0,1,1.0,,10030498132409
京东超市华硕（ASUS）VivoBook14 十一代酷睿 新品14英寸轻薄本笔记本电脑 i5-1135G7 8G 512G MX330银色,4289.0,200,0.96,"反应灵敏,十分大气,十分流畅,运行超快,轻薄精巧,小巧易携,倍感舒适,方便快捷",10029635522323
【2021款】联想ThinkBook14 笔记本电脑 14英寸超轻薄商务办公学生本游戏手提电脑ibm i5-1135G7 锐炬显卡 高色域@6ACD 定制升级 16G内存 1TB固态,6199.0,20000,0.95,,10029710455416
京东超市宏碁（acer）宏基新蜂鸟Swift1 14英寸超轻薄SF114窄边框学生网课商务办公笔记本电脑 银色 长续航+指纹识别 intel四核N5100/8G 512固态 定制,3699.0,500,0.98,"轻薄精巧,时尚大气,方便快捷,小巧易携,超长待机,运行超快,运行快速",34707157690
2021新款 高性能酷睿i7轻薄本 锐龙R5R7游戏本可选15.6英寸笔记本电脑 商务办公 昂福镭仕 吃鸡/LOL: 锐龙R7 12G内存+256G固态,3488.0,2000,0.96,"运行稳定,反应灵敏,运行超快,十分大气,简洁大方,轻薄精巧,质量上乘,外观酷炫,简单方便,网速极佳,使用顺手",10026175803994
荣耀笔记本电脑MagicBook X14/X15 2021全面屏超轻薄便携学生商务办公超极本华为手提 14【i7 16G 512G】MX450独显,6399.0,1000,0.97,颜色别致,10031521902413
戴尔(DELL)旗舰店 G系列 15.6英寸酷睿十代标压固态大内存可选3060独显轻薄游戏笔记本电脑 G3-2546 i5 16G 1650 120hz 官方标配,5599.0,5000,0.97,"运行稳定,反应灵敏,运行超快,十分大气,散热超快,外型酷炫,尺寸合适,质量上乘,手感一流,倍感舒适,功能强大",69211484058
华为笔记本电脑 MateBook 13 2020款 13英寸 全面触屏笔记本 13 十代i5 16+512GB 独 触屏丨银,7599.0,100,0.95,"灵敏顺畅,反应灵敏",10025107080161
Apple苹果MacBookPro13.3英寸2020年末新款M1处理器定制机笔记本电脑 银色 【定制现货】M1代8核  16G  1T,14499.0,500,0.99,"运行超快,质量上乘,流畅度佳",10024439950869
京品电脑联想ThinkPad X1 Carbon 2021 英特尔Evo平台 14英寸轻薄笔记本 16:10微边框(11代i7 16G 1T 4K Win10Pro)4G,16999.0,5000,0.96,"倍感舒适,做工一流,超长续航,精简细致,运行安静,效果惊艳,省力便捷,柔软顺滑,轻薄精巧,运行超快,运行快速",100011157085
"惠普（HP）星13/14进阶版 11代酷睿新品 金属超轻薄本 学生办公女手提笔记本电脑 旗舰店自营 【13.3""金属银】11代酷睿-2021版 i5-1135G7 16G 512G 锐炬XE显卡",4699.0,1000,0.97,"尺寸合适,十分流畅,运行速快",10020348375059
惠普（HP）光影精灵6/7【2021新品】11代酷睿标压游戏笔记本手提电脑15.6英寸暗夜暗影电竞版 i7-10870【1650Ti 4G】16寸高色域 标配：16G/512G PCIe高速固态,7099.0,2000,0.97,十分大气,10027879212678
联想笔记本电脑V14 R5锐龙六核轻薄便携窄边框全面屏商务办公学生网课本 8G内存+256固态 v14 R5-4500U 14英寸,3499.0,2000,0.94,"时尚大气,轻薄精巧,运行超快,反应灵敏,简洁大方,毫不刺眼,十分流畅,办公足够,按键灵敏,语音方便,散热超快",64895180442
联想笔记本 ideapad14s 高性能酷睿i3超轻薄笔记本电脑商务办公学生手提超极本 定制 i3-10110U 8G内存 256G固态  防眩光高清屏 含Office办公软件,3499.0,500,0.96,"网速极佳,简单方便,十分流畅,倍感舒适,方便快捷,使用顺手,小巧轻便,颜值颇高,流畅度佳",10025646180407
神舟战神ZX6/TX6/TX9十代i5/GTX1650/1650T/RTX3070游戏本笔记本电脑 K670T-G4A2:G6400/8G/512G,3977.0,10000,0.97,"运行速快,十分流畅,反应灵敏,十分大气,十分酷炫,简洁大方,倍感舒适,效果惊艳,办公足够,柔软顺滑,加载很快",40818101696
联想笔记本v15 15.6英寸新款商务本轻薄便携娱乐办公超极本家用学生本超薄本手提笔记本电脑 定制：i3-1005g1 12g内存 256g固态  15.6英寸 数字全键盘 精装...,3849.0,5000,0.92,"美观大方,时尚大气,功能强大,运行超快,运行快速",44631118907
【2021款】联想笔记本电脑威6十一代酷睿i5全面屏14英寸超轻薄设计商务办公手提学生小新品游戏本 i5-1135G7 24G内存 1T大固态丨定制 高色域屏 锐炬显卡 ...,5899.0,20000,0.94,"运行超快,十分流畅,灵敏度佳,小巧轻便,便于携带,清晰流畅,轻薄精巧",10024982541079
机械师创物者YOUNG15 15.6英寸轻薄笔记本电脑 学生上网课长续航商务办公手提电脑 暮光银 i3-10110U 16G/512G  PCIE固态,3499.0,10000,0.95,"运行超快,稳定性佳,简洁大方,做工一流",10026423981286
京东超市机械师创物者 144Hz全面屏15.6英寸游戏本AMD锐龙八核R7/RTX3060笔记本电脑设计师 16G/512G PCIE高速固态,8299.0,6,1.0,,10031281648395
14英寸轻薄便携商务办公pc平板二合一高端设计师笔记本电脑可触屏 旗舰版英特尔i5 16G 512G固态 高色域/长效续航/金属机身/含背光键盘 高端灰,7199.0,500,0.96,"方便快捷,十分大气,轻薄精巧,小巧易携,运行超快,运行速快,灵敏度佳,书写流畅,使用顺手,散热超快,网速极佳",10026057901034
联想小新Pro14 2021新品14英寸超轻薄笔记本电脑标压锐龙R5-5600H六核十二线程 16G 1T固态 人脸识别 定制 2.2K 100%sRGB 低蓝光 护眼屏,6499.0,2000,0.97,"运行超快,小巧轻便,轻薄精巧,运行快速",10023317585962
【酷睿版i7+2G独显】 15.6英寸全面屏笔记本电脑 高性能超轻薄本 大学生办公手提品纯电脑 指纹解锁 十代四核英特尔J4125 16G内存 1024G固态硬盘,2799.0,1000,0.98,,10032224845152
攀升MaxBook P1 网课商务办公轻薄笔记本电脑 15.6英寸J4125 8G 512G,2559.0,200,0.96,"精致美观,美观大方,省力便捷",10028983984455
京东超市联想V14 六核锐龙5000 高性能超轻薄全面屏学生设计网课游戏办公轻薄本便携手提笔记本电脑 标配 R5-5500U 8G 512G固态 千兆有线网口 全高清屏 星空灰,4499.0,6,1.0,精致美观,10030710041104
华为笔记本MateBook13 超轻薄13英寸商务办公性能手提本电脑2K全面屏 银|11代i5 16G 1T定制集显 触屏【现货】,8599.0,10000,0.98,"尺寸合适,扎实牢固,运行速快",70150516310
联想ThinkPad E15 15.6英寸十一代英特尔酷睿i5轻薄窄边框商务办公游戏ibm笔记本电脑 i5-1135G7 16G 512G固态@1SCD,5499.0,2000,0.97,"运行速快,运行超快,简洁大方,十分大气,质量上乘,做工一流,散热超快,倍感舒适,反应灵敏,毫不累眼",14153405957
八核锐龙R7全新款笔记本电脑 14英寸高性能超轻薄手提设计办公游戏网课学生女生超极本 R7-4800U 16G 512G固态丨官方标配 100%sRGB高色域 指纹开机 背光键...,5299.0,500,0.99,"简单方便,运行安静,纯正艳丽,优美大气,运行超快",10021124634755
【英特尔酷睿i7笔记本电脑 】aierxuan超薄全金属独显高配游戏本轻薄便携学生女生款 星耀Air（四代i7版本） 商务版,2499.0,200,0.99,可爱耐看,10027916157703
【2021款】联想威6 十一代酷睿i5 14英寸全面屏窄边框办公游戏轻薄笔记本电脑i5-1135G7 16G内存 512G固态 定制,5299.0,10000,0.98,"十分大气,运行超快,轻薄精巧,运行快速,小巧玲珑,手感一流,运行安静,散热超快,手感舒适,方便快捷,网速极佳",54588188906
联想ThinkPad E15 2021 锐龙版 15.6英寸轻薄笔记本电脑(锐龙7 5700U 16G双通道 512G 100%sRGB)黑,4999.0,20000,0.94,"运行超快,运行安静,倍感舒适,方便快捷,尺寸合适,质感一流,色彩出众,运行快速",100021731768
戴尔（DELL）成就3400 3500 2021款11代手提办公商务家用学生便携笔记本电脑 14英寸3400:i3-1115G4 集显 8G内存512G固态硬盘 定制,3699.0,5000,0.97,"反应灵敏,运行超快",10023985207796
戴尔(DELL)游匣G15游戏本15.6英寸3060显卡电竞窄边框游戏笔记本电脑 耀夜黑i7-10870H RTX3060-6G独显 16G内存 512G PCIE固态 官方标配,8099.0,2000,0.97,"运行稳定,高端大气,简洁大方,运行速快,十分大气,灯光酷炫,简单方便,效果惊艳,运行安静,节能降耗,网速极佳",10030096271259
宏碁（Acer）暗影骑士·擎15.6英寸AN515十一代酷睿标压3060笔记本电脑宏基游戏本·龙 十一代i7-11800H/RTX3060-6G 16G内存/512G固态官方标配,7699.0,2000,0.97,"高端大气,运行快速",10030831942844
机械师创物者15 15.6英寸11代i5-11300H全面屏72%色域轻薄本商务办公游戏笔记本电脑 竞速版16G/512G PCIE高速固态,4988.0,10000,0.99,"十分大气,轻薄精巧,屏幕够大,运行超快,反应灵敏,流畅度佳,质量上乘,亮度均匀,运行安静",10026139109636
华硕顽石7代VivoBook14 X 锐龙7nm 8核轻薄笔记本电脑14英寸学生办公 14英寸 R7-5700U 冰川银 7nm 8核锐龙R7 16G 512G固态,4599.0,2000,0.98,"时尚大气,轻薄精巧,反应灵敏,方便快捷,十分大气,运行超快,十分流畅,散热超快,质量上乘,毫不刺眼,倍感舒适",10021982634742
荣耀笔记本电脑MagicBook Pro 2020新款16.1英寸高色域全面屏华为多屏协同商务轻薄本 银丨八核R7-4800H 16G 512G 集显,4788.0,2000,0.97,"运行超快,时尚大气,轻薄精巧,散热超快,功能强大,运行快速,够大够清晰,倍感舒适,方便快捷,质感一流",10020073091784
【酷睿i5+IPS屏】酷耶15.6英寸 笔记本电脑 轻薄本 商务本 金属本 窄边轻便家用办公上网课  酷睿i5/8G/240G固态 送6重礼,2899.0,67,0.93,"操作顺畅,操作方便",10023699523772
拍拍【二手9成新】联想Thinkpad x1 yoga 2016商务办公轻薄便携PC平板二合一笔记本电脑 A 2016款酷睿i5-8G-256G固态,2949.0,1000,0.98,"物超所值,服务一流,物流极速,款式一流,包装用心,色彩靓丽,方便携带,色彩纯正,做工一流,尺寸够大",60589939344
华硕Vivobook15顽石2021年新款笔记本电脑 15.6英寸酷睿i5轻薄学生办公手提游戏本电脑 冰晶银/i5-1135G7/MX330独显 8G内存+512G固态+1T机械硬盘,4699.0,200,0.99,,10030029423983
戴尔笔记本电脑 2021款成就3400/3500/3401/3501轻薄本学生游戏商务办公女生超极本 15.6英寸机身 全高清IPS屏 定制 i3-1115G4/8G/256G固态 UHD核显,3069.0,500,0.99,"运行超快,十分流畅,尺寸合适,运行速快,办公足够,网速极佳",10025734754138
戴尔（DELL） 灵越5301 5310 13.3英寸11代轻薄便携商务办公手提笔记本电脑学生本 【不凡银】 i5-11300H/16G/512G/锐炬显卡标配,5599.0,20000,0.98,"小巧易携,轻薄精巧,颜值颇高,运行速快,散热超快",13865278250
【2021新品】联想笔记本电脑威6 英特尔十一代酷睿 14英寸超轻薄性能本商务公办学生游戏娱乐电脑 标配丨 i3-1115G4 8G内存 256G固态 锐炬显卡 IPS全高清...,3399.0,80,0.96,"美观大方,大气稳重",10027745816333
